,1,2,3
45,7.31772266367077,-3.407746139958168,-1.0115371873551648
46,8.29821460135726,-2.7901449079672,0.7864893866091229
47,9.072322509454816,-2.10315027306892,2.564955265094315
48,9.620793630944627,-1.3638484071530184,4.279628408785806
49,9.929986997786695,-0.5906264097945426,5.887863360820511
50,9.992212694012755,0.1972849953812611,7.349661877495199
51,9.80592311082404,0.9802897460198922,8.628667720412633
52,9.375751437008253,1.7389138126599095,9.693070868693614
53,8.712396427384594,2.4542895352879706,10.516398662687562
54,7.832356315188907,3.108624878942474,11.078174202728688
55,6.757518486236084,3.685645937558896,11.364425627971272
56,5.514615120031078,4.171001680589587,11.36803360908301
57,4.134558336521335,4.552620875987312,11.088908412342096
58,2.6516713839867903,4.821012312558058,10.53399213139526
59,1.1028349891127445,4.96950085488444,9.717086031170911
60,-0.4734298997155772,4.994393459922218,8.658507298059089
61,-2.037920162901527,4.895071026288572,7.384583733288361
62,-3.5517255263342817,4.674003791867992,5.926998956928388
63,-4.977196294756837,4.336689896783572,4.322004407880643
64,-6.278879733408582,3.89151863972765,2.6095177381237624
65,-7.424401809292824,3.34956182858928,0.8321300249557266
66,-8.385272362373774,2.724298414675353,-0.965953507246006
67,-9.137593681374362,2.031279259118949,-2.740012910547945
68,-9.66265486126022,1.2877403690344835,-4.445925738620082
69,-9.947397160206569,0.5121742225830711,-6.04126441149507
70,-9.984738782203788,-0.2761301555225406,-7.486351427483225
71,-9.773751007667077,-1.0575669293390908,-8.745246178177315
72,-9.319681291524349,-1.812701066393123,-9.786638823574664
73,-8.633822754312238,-2.522751704345884,-10.584628995841156
74,-7.7332333121533905,-3.170059247861194,-11.119369964657524
75,-6.640311431104317,-3.7385245785585424,-11.3775622431784
76,-5.382239057242884,-4.214009454506754,-11.352784358182175
77,-3.990305577323416,-4.584688140963943,-11.045652557861487
78,-2.499129623703082,-4.841341526992537,-10.463805485178725
79,-0.9457980779484564,-4.977586413005529,-9.621714197973873
80,0.6310563131267387,-4.990034266657466,-8.540322260794722
81,2.192215768476907,-4.878375498678869,-7.246524859688129
82,3.698852854165471,-4.645387162638652,-5.772499894833745
83,5.1134961564232615,-4.2968638871345615,-4.154907687345927
84,6.400962229271075,-3.841473758189853,-2.4339792042519823
85,7.529230638333767,-3.29054273619019,-0.6525154783087057
86,8.470240337722991,-2.6577729691045056,1.145176892017984
87,9.200587573381744,-1.958902007792468,2.9143876873407777
88,9.702107955409865,-1.211311399018914,4.611115050552859
89,9.962328222710068,-0.4335943908177561,6.193159852425085
90,9.974776464163387,0.3549064982400819,7.621175221746518
91,9.739143080855378,1.134580544807949,8.859645137253072
92,9.26128848607841,1.8860365570178823,9.877767742887077
93,8.553097351604121,2.590585150790385,10.65022141754558
94,7.632183025251681,3.230703571556051,11.157794546477067
95,6.521449471151868,3.790471500856227,11.387863331347514
96,5.248521627644694,4.25596700892247,11.334705755411733
97,3.84505835032011,4.615612805539303,10.999643895194822
98,2.345965027923698,4.860464177621283,10.3910110392649
99,0.7885254540747665,4.984431452238966,9.523944431882477
100,-0.7885254540747543,4.984431452238967,8.420008796177813
101,-2.345965027923686,4.860464177621285,7.106660000171733
102,-3.845058350320115,4.6156128055393015,5.616562204746662
103,-5.248521627644682,4.2559670089224735,3.986775476709175
104,-6.521449471151859,3.7904715008562304,2.257834071734914
105,-7.632183025251673,3.2307035715560555,0.4727383111247292
106,-8.553097351604123,2.590585150790383,-1.3241148747001956
107,-9.261288486078412,1.88603655701788,-3.088036137622704
108,-9.739143080855376,1.134580544807955,-4.775155175944445
109,-9.974776464163387,0.354906498240088,-6.343511828082211
110,-9.962328222710068,-0.4335943908177587,-7.754099659369012
111,-9.70210795540986,-1.2113113990189166,-8.971836087020954
112,-9.200587573381748,-1.9589020077924624,-9.966434915393656
113,-8.470240337722997,-2.6577729691045,-10.713159580794198
114,-7.529230638333764,-3.290542736190192,-11.19343837197598
115,-6.4009622292710695,-3.841473758189855,-11.395326325231489
116,-5.113496156423272,-4.296863887134558,-11.313802306338497
117,-3.6988528541654815,-4.6453871626386505,-10.950893890665409
118,-2.1922157684769017,-4.878375498678869,-10.315626935555796
119,-0.6310563131267333,-4.990034266657467,-9.423801099172154
120,0.945798077948444,-4.97758641300553,-8.297596888846043
121,2.49912962370307,-4.841341526992538,-6.965024011994419
122,3.990305577323421,-4.584688140963941,-5.459224749608699
123,5.382239057242889,-4.214009454506752,-3.817649678042131
124,6.640311431104308,-3.738524578558547,-2.0811262396323684
125,7.7332333121533825,-3.1700592478611984,-0.2928433276427888
126,8.63382275431224,-2.5227517043458816,1.5027228601959814
127,9.31968129152435,-1.81270106639312,3.260914984559429
128,9.773751007667071,-1.0575669293390968,4.938005232556576
129,9.984738782203788,-0.2761301555225467,6.492282867602068
130,9.947397160206572,0.5121742225830562,7.885091612794101
131,9.662654861260217,1.2877403690344864,9.081791067144229
132,9.13759368137437,2.031279259118944,10.052618243376156
133,8.38527236237378,2.7242984146753475,10.773427800077272
134,7.424401809292844,3.3495618285892688,11.226292557965674
135,6.278879733408578,3.891518639727652,11.39994936489578
136,4.9771962947568325,4.3366898967835725,11.290079220540214
137,3.5517255263342933,4.67400379186799,10.899414693796388
138,2.0379201629015395,4.89507102628857,10.237671961350504
139,0.4734298997155716,4.994393459922218,9.321309157660894
